tokenID,name,description,file_name,external_url,attributes[Character Type],attributes[Gender],attributes[Origin],attributes[Eyes],attributes[Headwear],attributes[Hair],attributes[Hair Length],attributes[Facial Hair],attributes[Rarity Tier],attributes[Earrings],attributes[Facial Markings],attributes[Expression],attributes[Facial Structure]
373,Wall Street Trader #373,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,373.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Wavy,Short,,Common,,,Smirk,Angular
374,Wall Street Trader #374,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,374.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Spiky,Short,,Common,,,Stern,Long
375,Wall Street Trader #375,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,375.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Straight,Long,,Common,,,Slight Smile,Oval
376,Wall Street Trader #376,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,376.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,Hijab,,,,Rare,,,Grinning,Angular
377,Wall Street Trader #377,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,377.png,https://commitprotocol.org/wall-street-traders/,Alien,Unspecified,Original,Alien,,,,,Rare,,,Calm,Long
378,Wall Street Trader #378,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,378.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Wavy,Short,Stubble,Common,,,Stern,Wide
379,Wall Street Trader #379,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,379.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Wavy,Medium,Stubble,Common,,,Slight Smile,Compact
380,Wall Street Trader #380,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,380.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Straight,Short,,Common,,,Slight Smile,Wide
381,Wall Street Trader #381,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,381.png,https://commitprotocol.org/wall-street-traders/,Alien,Unspecified,Original,Alien,,,,,Rare,,,Calm,Narrow
382,Wall Street Trader #382,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,382.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Thinning,Short,,Rare,,,Serious,Compact
383,Wall Street Trader #383,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,383.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Wavy,Short,,Common,,,Grinning,Soft
384,Wall Street Trader #384,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,384.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Wavy,Short,,Common,,,Slight Smile,Soft
385,Wall Street Trader #385,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,385.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Coily,Short,Beard,Common,,,Slight Smile,Compact
386,Wall Street Trader #386,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,386.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Wavy,Short,Stubble,Common,,,Slight Smile,Compact
387,Wall Street Trader #387,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,387.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Wavy,Long,,Common,,,Slight Smile,Soft
388,Wall Street Trader #388,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,388.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Straight,Medium,,Common,,,Calm,Compact
389,Wall Street Trader #389,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,389.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Wavy,Short,Stubble,Common,,,Grinning,Wide
390,Wall Street Trader #390,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,390.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Coily,Short,,Common,,,Slight Smile,Long
391,Wall Street Trader #391,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,391.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Bald,,Beard,Rare,,,Slight Smile,Balanced
392,Wall Street Trader #392,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,392.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Wavy,Long,,Common,,,Serious,Angular
393,Wall Street Trader #393,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,393.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Wavy,Medium,,Common,,,Slight Smile,Wide
394,Wall Street Trader #394,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,394.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Receding,Short,Stubble,Rare,,,Grinning,Angular
395,Wall Street Trader #395,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,395.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Straight,Long,,Common,,,Stern,Long
396,Wall Street Trader #396,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,396.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Curly,Medium,,Common,,,Stern,Compact
397,Wall Street Trader #397,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,397.png,https://commitprotocol.org/wall-street-traders/,Alien,Male,Pop Culture,Standard,,Spiky,Medium,,Legendary,Orb Drop Earring,,Neutral,Round
398,Wall Street Trader #398,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,398.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Wavy,Short,,Common,,,Grinning,Balanced
399,Wall Street Trader #399,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,399.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Wavy,Medium,,Common,,,Smirk,Oval
400,Wall Street Trader #400,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,400.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Wavy,Short,,Common,,,Slight Smile,Wide
401,Wall Street Trader #401,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,401.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Wavy,Long,,Common,,,Smirk,Compact
402,Wall Street Trader #402,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,402.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Coily,Short,Beard,Common,,,Calm,Wide
403,Wall Street Trader #403,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,403.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Wavy,Medium,Beard,Common,,,Slight Smile,Wide
404,Wall Street Trader #404,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,404.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Straight,Long,,Common,,,Slight Smile,Soft
405,Wall Street Trader #405,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,405.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Wavy,Long,,Common,,,Stern,Wide
406,Wall Street Trader #406,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,406.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Wavy,Medium,,Common,,,Grinning,Narrow
407,Wall Street Trader #407,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,407.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Wavy,Medium,,Common,,,Serious,Compact
408,Wall Street Trader #408,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,408.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Straight,Long,,Common,,,Grinning,Balanced
409,Wall Street Trader #409,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,409.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,Crown,Wavy,Long,,Legendary,,,Stern,Wide
410,Wall Street Trader #410,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,410.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Wavy,Long,,Common,,,Smirk,Long
411,Wall Street Trader #411,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,411.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Bun,Long,Goatee,Rare,,,Smirk,Long
412,Wall Street Trader #412,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,412.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Pop Culture,Standard,,Ponytail,Long,,Legendary,,Clown Face Paint,Serious,Narrow
413,Wall Street Trader #413,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,413.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Wavy,Medium,,Common,,,Slight Smile,Long
414,Wall Street Trader #414,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,414.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Wavy,Short,Goatee,Common,,,Slight Smile,Long
415,Wall Street Trader #415,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,415.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Wavy,Medium,,Common,,,Calm,Wide
416,Wall Street Trader #416,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,416.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Wavy,Short,,Common,,,Neutral,Oval
417,Wall Street Trader #417,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,417.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Bun,Long,,Rare,,,Slight Smile,Wide
418,Wall Street Trader #418,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,418.png,https://commitprotocol.org/wall-street-traders/,Baghead,Unspecified,Web3 Tribute,Standard,,,,,Legendary,,,Smirk,Distinctive
419,Wall Street Trader #419,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,419.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Pop Culture,Sunglasses,,Bald,,Beard,Legendary,,,Calm,Balanced
420,Wall Street Trader #420,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,420.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Wavy,Long,,Common,,,Grinning,Compact
421,Wall Street Trader #421,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,421.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Wavy,Short,,Common,,,Stern,Soft
422,Wall Street Trader #422,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,422.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Straight,Short,,Common,,,Calm,Long
423,Wall Street Trader #423,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,423.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Pop Culture,Standard,,Straight,Medium,,Rare,,Stitched Facial Scar,Grinning,Compact
424,Wall Street Trader #424,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,424.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Receding,Short,,Common,,,Slight Smile,Compact
425,Wall Street Trader #425,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,425.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Wavy,Short,,Common,,,Slight Smile,Angular
426,Wall Street Trader #426,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,426.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Wavy,Long,,Common,,,Stern,Compact
427,Wall Street Trader #427,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,427.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Wavy,Long,,Common,,,Calm,Oval
428,Wall Street Trader #428,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,428.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Straight,Medium,,Common,,,Smirk,Long
429,Wall Street Trader #429,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,429.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Ponytail,Long,Stubble,Rare,,,Stern,Wide
430,Wall Street Trader #430,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,430.png,https://commitprotocol.org/wall-street-traders/,Alien,Unspecified,Original,Alien,,,,,Rare,,,Neutral,Long
431,Wall Street Trader #431,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,431.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Wavy,Medium,,Common,,,Stern,Long
432,Wall Street Trader #432,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,432.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Wavy,Medium,,Common,,,Grinning,Wide
433,Wall Street Trader #433,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,433.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Straight,Short,,Common,,,Calm,Soft
434,Wall Street Trader #434,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,434.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Bun,Long,,Rare,,,Slight Smile,Oval
435,Wall Street Trader #435,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,435.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Straight,Long,,Common,,,Serious,Angular
436,Wall Street Trader #436,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,436.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Coily,Short,Beard,Common,,,Calm,Long
437,Wall Street Trader #437,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,437.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Spiky,Short,,Common,,,Smirk,Compact
438,Wall Street Trader #438,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,438.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Coily,Short,,Common,,,Slight Smile,Long
439,Wall Street Trader #439,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,439.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Straight,Medium,,Common,,,Stern,Oval
440,Wall Street Trader #440,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,440.png,https://commitprotocol.org/wall-street-traders/,Human,Female,Original,Standard,,Straight,Medium,,Common,,,Grinning,Long
441,Wall Street Trader #441,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,441.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Spiky,Short,,Common,,,Smirk,Oval
442,Wall Street Trader #442,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,442.png,https://commitprotocol.org/wall-street-traders/,Alien,Unspecified,Original,Alien,,,,,Rare,,,Grinning,Balanced
443,Wall Street Trader #443,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,443.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Curly,Short,Mustache,Rare,,,Smirk,Long
444,Wall Street Trader #444,Wall Street Traders — 444 monochrome traders built with AI and curated by Commit Protocol.,444.png,https://commitprotocol.org/wall-street-traders/,Human,Male,Original,Standard,,Wavy,Short,,Common,,,Grinning,Long
